50,-1,1705.08
50,-1,1708.18
38,1,1709.19
46,1,1709.21
13,1,1709.74
55,1,1712.24
53,-1,1713.15
9,-1,1714.18
49,1,1714.5
48,1,1714.88
55,1,1716.71
41,-1,1718.19
40,1,1718.52
47,-1,1719.74
23,-1,1720.86
55,-1,1722.09
51,-1,1723.25
43,1,1724.97
34,-1,1726.48
34,-1,1726.63
46,-1,1727.12
39,-1,1727.75
32,-1,1728.74
59,-1,1730.66
54,-1,1731.28
60,-1,1732.15
38,-1,1732.48
44,-1,1733.06
47,1,1733.65
14,1,1733.92
13,1,1734.68
53,-1,1735.32
60,1,1735.38
31,-1,1736.22
48,1,1737.48
8,-1,1739.7
56,-1,1740.18
7,1,1741.48
67,-1,1743.59
43,1,1745.93
16,-1,1749.57
24,-1,1749.65
72,-1,1750.2
22,1,1751.77
30,1,1752.77
57,-1,1754.78
57,-1,1755.2
19,-1,1755.71
37,1,1756.05
54,1,1757.19
43,1,1757.47
53,-1,1759.7
56,1,1760.27
27,1,1760.77
71,-1,1761.35
52,1,1762.91
24,-1,1762.91
30,1,1765.01
41,-1,1765.45
9,1,1765.57
50,1,1765.6
48,1,1766.58
41,1,1766.74
37,-1,1767.25
33,1,1767.99
9,-1,1769.6
62,-1,1770.44
49,1,1771.75
11,1,1772.25
35,1,1772.3
44,1,1772.84
41,1,1772.97
15,-1,1773.55
49,1,1774.04
51,-1,1774.18
53,-1,1775.18
10,1,1776.85
45,1,1777.1
58,-1,1777.3
52,-1,1778.67
61,-1,1778.73
66,-1,1779.52
35,-1,1782.28
40,-1,1785.75
34,-1,1786
46,-1,1786.82
39,-1,1787.35
42,1,1788.11
47,-1,1791.29
49,-1,1793.45
17,1,1795.08
9,-1,1795.19
36,1,1795.85
42,1,1797.09
60,-1,1799.11
55,-1,1799.96
39,-1,1802.48
33,1,1806.4
56,1,1807.22
56,1,1808.42
26,1,1809.95
9,-1,1809.99
36,-1,1810.85
40,1,1811.54
12,-1,1814.62
56,-1,1815.77
45,-1,1815.82
36,-1,1816.12
11,1,1818.7
48,1,1819.14
33,-1,1821.4
33,-1,1822.17
17,1,1822.59
29,-1,1823.38
49,-1,1823.86
16,1,1824.34
45,-1,1827.96
47,-1,1829.27
58,1,1830.79
44,-1,1832.43
53,-1,1832.98
45,1,1833.41
38,1,1834.07
33,-1,1834.61
12,-1,1835.33
9,1,1837.7
50,-1,1838.33
46,1,1838.84
40,1,1843.48
67,-1,1843.5
46,1,1844.46
21,1,1844.91
13,1,1845.65
37,1,1846.33
27,-1,1849.92
61,1,1850.25
28,1,1850.49
23,1,1851.91
45,-1,1852.65
61,1,1854.75
37,-1,1856.23
24,1,1856.88
41,1,1858.99
53,1,1860.8
52,-1,1860.86
39,1,1861.36
37,1,1864.76
47,-1,1867.01
21,1,1869.19
43,-1,1870.03
42,1,1871.69
37,-1,1871.97
12,-1,1874.35
50,-1,1874.76
56,-1,1886.99
9,-1,1890.94
43,1,1893.31
39,1,1894.26
47,-1,1894.99
59,-1,1896.37
47,1,1902.02
60,1,1903.41
43,-1,1904.7
67,-1,1905.9
40,1,1907.77
55,1,1909.03
40,1,1911.23
54,1,1911.24
47,1,1911.95
53,1,1913.47
34,-1,1914.67
23,1,1915.68
46,1,1919.03
45,-1,1919.24
26,-1,1919.72
26,1,1919.73
26,-1,1919.87
26,-1,1920.81
36,1,1921.34
41,-1,1922.38
47,1,1927.08
48,1,1927.76
26,1,1928.35
31,1,1929.93
50,-1,1929.93
56,1,1931.82
30,1,1932.67
40,1,1933.86
45,-1,1934.76
27,-1,1935.88
38,1,1936.88
41,1,1937.18
27,1,1937.55
33,-1,1940.37
49,1,1941.45
20,-1,1945.99
36,1,1948.29
24,1,1948.75
57,1,1948.85
39,1,1952.71
78,-1,1954.2
72,-1,1954.3
43,1,1957.48
30,-1,1958.38
46,1,1959.8
29,-1,1960.19
15,-1,1963.79
16,1,1967.16
57,-1,1969.42
55,1,1969.59
62,-1,1971.28
40,-1,1973.04
39,1,1975.82
17,-1,1975.9
23,1,1976.69
51,1,1978.71
43,1,1979.41
26,1,1980.2
15,-1,1983.26
30,1,1986.14
41,-1,1986.52
50,1,1992.75
36,1,1994.84
40,-1,1995.24
40,1,1995.68
13,-1,1996.94
38,1,2001.07
25,1,2002.09
53,1,2002.21
29,1,2007.74
44,1,2009
32,1,2013.24
45,-1,2014.79
14,1,2016.35
53,1,2017.14
36,1,2020.6
43,1,2026.23
53,1,2031.05
15,1,2031.61
50,1,2032.8
38,1,2033.27
48,-1,2033.93
78,-1,2034.09
42,1,2036.63
59,1,2037.05
71,-1,2039.97
59,1,2041.79
37,1,2044.67
38,1,2045.28
47,1,2045.81
46,1,2047.59
43,1,2049.55
43,-1,2052.38
32,1,2058.07
45,-1,2061.26
44,-1,2070.37
60,1,2074.43
69,1,2082.43
39,1,2084.23
53,1,2086.94
46,1,2088.39
51,1,2092.1
24,1,2092.13
65,-1,2096.23
43,-1,2096.52
59,1,2097.53
10,-1,2098.3
31,1,2099.23
35,1,2105.52
60,1,2113.81
52,-1,2114.88
62,1,2116.95
35,1,2118.72
47,1,2120.01
82,-1,2134.15
41,1,2137.03
40,1,2138.13
39,1,2139.79
51,1,2140.76
55,1,2141.2
42,1,2146.3
42,-1,2148.98
31,1,2151.21
19,1,2153.06
45,1,2153.21
30,-1,2154.61
58,1,2157.14
55,1,2162.04
49,1,2166
14,-1,2170.82
53,-1,2176.7
11,1,2178.93
36,1,2182.37
41,1,2183.35
55,-1,2192.66
13,-1,2201.46
42,-1,2202.02
50,1,2202.95
24,1,2209.32
53,1,2209.8
56,-1,2210.2
35,1,2211.26
33,-1,2216.32
52,1,2219.49
34,1,2225.41
36,1,2225.49
34,-1,2226.55
32,1,2226.87
49,-1,2228.89
49,1,2230.29
11,1,2230.73
43,1,2243.86
44,-1,2244.07
50,1,2261.45
30,1,2266.48
48,1,2281.22
37,1,2283.17
36,1,2291.14
22,-1,2292.04
53,-1,2293.94
10,-1,2296.08
24,1,2296.45
33,1,2298.93
65,-1,2301.99
75,-1,2304.43
44,-1,2308.12
42,1,2308.77
46,1,2308.86
44,-1,2311.65
40,1,2318.25
38,-1,2318.42
33,1,2328.1
43,1,2340.57
53,1,2352.17
38,1,2360.48
57,1,2384.08
59,-1,2399.37
55,1,2402.75
41,-1,2414.01
45,1,2428.14
28,1,2434.1
40,-1,2434.31
52,-1,2437.43
46,1,2437.71
37,1,2443.25
52,-1,2444.65
21,1,2447.75
39,1,2449.5
46,-1,2450.03
37,1,2450.31
47,1,2451.26
28,1,2456.27
31,1,2456.62
47,1,2464.17
50,-1,2466.25
50,-1,2467.69
38,1,2471.23
42,1,2476.99
43,-1,2477.65
38,1,2478.12
74,-1,2497.5
18,1,2501.52
57,1,2514.41
29,1,2529.93
44,1,2551.14
50,1,2551.35
65,-1,2557.43
21,1,2562.5
22,1,2563.23
22,-1,2563.83
12,1,2591.27
49,-1,2594.49
64,-1,2608.63
44,-1,2612.44
61,1,2627.02
56,1,2636.21
51,-1,2637.43
25,-1,2662.15
44,1,2679.75
21,1,2680.33
48,1,2699.78
51,1,2703.8
41,1,2703.99
31,1,2714.29
40,1,2768.63
66,-1,2771.97
56,1,2795.95
54,1,2796.87
50,1,2802.14
21,1,2858.34
47,1,2860.66
57,1,2861.14
44,1,2884.55
80,1,2926.11
35,1,2933.55
50,-1,2934.02
51,1,2934.58
45,1,2950.95
44,-1,2951.14
39,1,2965.8
52,1,2966.51
53,1,3000.74
55,1,3001.1
57,-1,3003.65
47,-1,3076.23
47,1,3099.38
33,1,3100.55
44,1,3183.63
50,1,3263.24
50,1,3265.75
55,1,3412.15
84,-1,3412.7
47,-1,3454.16
49,1,3518.37
35,1,3525.18
62,1,3525.92
